bucketized_user_age,movie_genres,movie_id,movie_title,raw_user_age,timestamp,user_gender,user_id,user_occupation_label,user_occupation_text,user_rating,user_zip_code
25.0,4,9273,Ace Ventura: When Nature Calls,30.0,886515240,False,174,2,administrator,1.0,52302
25.0,0,642,Butch Cassidy and the Sundance Kid,27.0,884112201,True,201,21,writer,4.0,E2A4H
56.0,0,10336,Spawn,56.0,891279520,True,574,0,educator,2.0,53188
35.0,7,261,Cat on a Hot Tin Roof,40.0,887909595,False,504,21,writer,4.0,92115
25.0,7,1412,"Sex, Lies, and Videotape",32.0,879270605,False,122,21,writer,5.0,22206
18.0,7,686,Contact,20.0,875027206,True,76,17,student,3.0,02215
18.0,4,10634,Friday,20.0,887939171,True,332,17,student,5.0,40504
25.0,4,9716,Everyone Says I Love You,26.0,888806056,True,695,21,writer,5.0,38115
25.0,7,2054,Mr. Holland's Opus,32.0,876231964,True,554,15,scientist,4.0,62901
18.0,0,280,Terminator 2: Judgment Day,23.0,884360539,False,159,17,student,4.0,55346
25.0,0,664,Twister,25.0,882591663,True,622,12,programmer,1.0,14850
25.0,0,9772,Air Force One,28.0,879958639,False,12,11,other,4.0,06405
25.0,10,539,Psycho,27.0,883777430,True,508,14,marketing,5.0,19382
18.0,7,2255,Chasing Amy,21.0,883352463,True,589,9,lawyer,1.0,90034
25.0,7,28,Apocalypse Now,32.0,884364764,True,311,18,technician,4.0,73071
35.0,0,11,Star Wars,40.0,876452443,True,116,4,healthcare,3.0,97232
25.0,15,68,Brazil,27.0,880845011,True,916,18,engineer,4.0,N2L5N
18.0,4,9716,Everyone Says I Love You,20.0,878746174,False,150,1,artist,4.0,02139
35.0,4,13,Forrest Gump,40.0,880473696,True,290,18,engineer,4.0,93550
18.0,7,17182,Eye for an Eye,22.0,884132914,True,493,18,engineer,3.0,60090
45.0,7,11831,Amistad,47.0,889323771,True,458,18,technician,5.0,Y1A6B
45.0,0,89,Indiana Jones and the Last Crusade,48.0,891283184,False,942,10,librarian,4.0,78209
25.0,4,9614,Happy Gilmore,28.0,883865589,True,500,2,administrator,3.0,94305
25.0,5,680,Pulp Fiction,25.0,885075211,True,746,18,engineer,3.0,19047
35.0,0,9268,Eraser,37.0,879786747,True,403,11,other,2.0,06811
45.0,2,862,Toy Story,49.0,891914583,True,883,10,librarian,3.0,50266
1.0,7,27845,Trees Lounge,13.0,880175077,True,880,17,student,3.0,83702
35.0,7,627,Trainspotting,43.0,891185170,False,491,21,writer,4.0,53711
56.0,0,9665,Glory,60.0,892078485,True,234,13,retired,4.0,94702
25.0,4,1624,Liar Liar,29.0,877618584,True,299,4,doctor,2.0,63108
25.0,7,9390,Jerry Maguire,25.0,880434411,False,203,17,student,3.0,32301
18.0,3,771,Home Alone,21.0,877109814,True,868,12,programmer,1.0,55303
45.0,7,686,Contact,48.0,878585250,True,455,2,administrator,5.0,83709
18.0,0,12123,Chain Reaction,18.0,889987875,False,620,21,writer,2.0,81648
18.0,7,686,Contact,24.0,892790953,True,472,17,student,5.0,87544
35.0,0,9770,Mad City,44.0,880138999,True,666,2,administrator,4.0,61820
56.0,7,10705,Henry V,58.0,879949251,True,553,0,educator,5.0,62901
50.0,7,26748,Lone Star,53.0,888104063,True,144,12,programmer,4.0,20910
18.0,4,639,When Harry Met Sally...,22.0,875680520,True,870,17,student,4.0,65203
25.0,0,9772,Air Force One,34.0,877818861,True,294,18,technician,4.0,92110
35.0,7,627,Trainspotting,38.0,875751856,False,839,5,entertainment,5.0,90814
25.0,0,6520,First Knight,26.0,882827645,True,178,11,other,3.0,49512
18.0,0,157,Star Trek III: The Search for Spock,20.0,892859148,True,532,17,student,5.0,92705
50.0,15,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,55.0,891438947,True,91,14,marketing,3.0,01913
25.0,7,55306,Ulee's Gold,30.0,891451341,True,475,12,programmer,1.0,75230
35.0,4,3078,It Happened One Night,41.0,891014552,True,313,14,marketing,4.0,60035
25.0,0,10061,Escape from L.A.,30.0,879460562,True,479,0,educator,2.0,55409
18.0,4,621,Grease,21.0,874792216,True,276,17,student,3.0,95064
18.0,0,193,Star Trek: Generations,20.0,879381051,False,921,17,student,4.0,98801
35.0,4,11543,Kingpin,40.0,876042204,True,200,12,programmer,3.0,93402
18.0,7,1640,Crash,20.0,879525672,False,165,11,other,4.0,53715
25.0,7,10684,Courage Under Fire,25.0,884292009,True,665,2,administrator,3.0,55412
18.0,7,686,Contact,22.0,891296356,True,377,17,student,4.0,18015
18.0,7,31908,Ghosts of Mississippi,18.0,888123195,False,642,17,student,4.0,95521
18.0,0,9516,Menace II Society,24.0,881373617,True,456,18,technician,3.0,31820
25.0,0,33542,Rumble in the Bronx,26.0,882824221,True,178,11,other,3.0,49512
25.0,15,9348,Species,31.0,888956422,True,95,2,administrator,1.0,10707
25.0,0,11,Star Wars,25.0,880434810,False,203,17,student,5.0,32301
25.0,0,714,Tomorrow Never Dies,32.0,891034523,True,794,0,educator,3.0,57197
18.0,4,6116,Spice World,22.0,888702795,True,610,17,student,1.0,21227
18.0,7,12498,Sling Blade,20.0,882606623,True,76,17,student,2.0,02215
25.0,0,348,Alien,25.0,884534772,True,248,17,student,5.0,37235
56.0,7,9390,Jerry Maguire,64.0,891395448,True,423,11,other,4.0,91606
35.0,7,1578,Raging Bull,38.0,879448780,True,615,0,educator,5.0,27705
50.0,4,9571,Dazed and Confused,50.0,887427958,False,655,4,healthcare,3.0,60657
25.0,7,10549,Hamlet,33.0,879988184,True,243,0,educator,4.0,60201
25.0,7,10684,Courage Under Fire,26.0,875242885,True,703,0,educator,4.0,49512
25.0,0,8834,Conspiracy Theory,25.0,879522814,False,740,0,educator,3.0,22206
18.0,7,3595,Ransom,20.0,884057578,True,586,17,student,3.0,79508
18.0,7,8818,Evita,18.0,890015063,False,588,17,student,2.0,93063
35.0,4,13,Forrest Gump,40.0,887837918,False,504,21,writer,4.0,92115
25.0,4,137,Groundhog Day,29.0,886760020,True,924,11,other,4.0,11753
25.0,0,174,Star Trek VI: The Undiscovered Country,27.0,881368310,True,913,17,student,1.0,76201
25.0,0,9416,Money Talks,28.0,887938392,False,126,9,lawyer,5.0,20015
35.0,0,6520,First Knight,39.0,879445072,True,804,0,educator,3.0,61820
35.0,0,664,Twister,44.0,880756725,True,825,18,engineer,4.0,05452
18.0,2,862,Toy Story,24.0,886523078,False,348,17,student,4.0,45660
45.0,7,9390,Jerry Maguire,47.0,875076246,True,113,6,executive,3.0,95032
56.0,5,680,Pulp Fiction,58.0,891250584,True,932,0,educator,4.0,06437
45.0,10,3597,I Know What You Did Last Summer,49.0,879364823,True,853,21,writer,4.0,40515
35.0,0,193,Star Trek: Generations,38.0,879535549,True,194,2,administrator,1.0,02154
50.0,4,13,Forrest Gump,53.0,877889131,True,10,9,lawyer,4.0,90703
50.0,0,197,Braveheart,50.0,891171282,True,161,9,lawyer,2.0,55104
18.0,0,954,Mission: Impossible,23.0,883601990,True,66,17,student,3.0,80521
18.0,10,4232,Scream,23.0,891887161,True,448,5,entertainment,1.0,10021
25.0,0,8413,Event Horizon,34.0,883605215,False,80,2,administrator,1.0,52241
25.0,16,34314,Turbulence,32.0,890251716,True,92,5,entertainment,2.0,80525
50.0,4,9490,Half Baked,55.0,891446623,True,489,11,other,5.0,45218
50.0,4,251,Ghost,51.0,879216949,False,65,0,educator,4.0,48118
1.0,10,10280,Thinner,16.0,886725027,False,434,17,student,3.0,49705
35.0,0,2661,Batman,36.0,880939126,True,374,6,executive,2.0,78746
18.0,15,9271,Virtuosity,20.0,877889861,False,314,17,student,4.0,08043
25.0,4,10535,Spy Hard,30.0,886515295,False,174,2,administrator,1.0,52302
18.0,7,687,Dead Man Walking,23.0,885807546,True,561,18,engineer,4.0,60005
45.0,7,687,Dead Man Walking,48.0,880035636,False,72,2,administrator,5.0,73034
18.0,7,424,Schindler's List,24.0,882425901,True,567,5,entertainment,2.0,10003
25.0,4,577,To Die For,27.0,879375912,False,62,2,administrator,2.0,97214
25.0,0,9331,Clear and Present Danger,27.0,889334503,False,505,11,other,3.0,20657
18.0,0,710,GoldenEye,24.0,879531352,True,627,18,engineer,3.0,08034
35.0,4,621,Grease,36.0,886123531,False,264,21,writer,4.0,90064
18.0,0,9770,Mad City,23.0,888518364,True,682,12,programmer,2.0,55128
18.0,7,1585,It's a Wonderful Life,21.0,877107597,True,868,12,programmer,2.0,55303
18.0,0,710,GoldenEye,24.0,892790676,True,472,17,student,5.0,87544
18.0,0,168,Star Trek IV: The Voyage Home,20.0,886316797,False,416,17,student,4.0,92626
25.0,0,9387,Conan the Barbarian,30.0,879991630,True,897,11,other,5.0,33484
35.0,0,578,Jaws,35.0,877212594,True,633,12,programmer,4.0,55414
25.0,7,510,One Flew Over the Cuckoo's Nest,29.0,878091915,True,250,6,executive,4.0,95110
45.0,0,744,Top Gun,47.0,879875893,True,87,2,administrator,5.0,89503
25.0,0,578,Jaws,30.0,879461318,True,479,0,educator,5.0,55409
18.0,7,10357,Volcano,20.0,874953526,True,130,11,none,4.0,60115
35.0,2,756,Fantasia,43.0,875484908,False,693,4,healthcare,4.0,85210
50.0,2,408,Snow White and the Seven Dwarfs,55.0,891439386,True,91,14,marketing,2.0,01913
35.0,7,9390,Jerry Maguire,35.0,882150644,False,256,11,none,4.0,39042
45.0,0,9387,Conan the Barbarian,48.0,880037164,False,72,2,administrator,2.0,73034
45.0,10,539,Psycho,49.0,888205228,True,59,0,educator,5.0,08403
35.0,7,1640,Crash,39.0,891271792,False,79,2,administrator,5.0,03755
35.0,7,9587,Little Women,37.0,889909914,True,184,10,librarian,5.0,76013
25.0,15,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,33.0,879455792,True,527,10,librarian,3.0,12180
45.0,1,581,Dances with Wolves,46.0,892502984,True,830,12,programmer,4.0,53066
18.0,5,9303,Bound,18.0,875730379,True,851,11,other,4.0,29646
35.0,7,10684,Courage Under Fire,37.0,875235809,True,337,15,scientist,5.0,10522
25.0,0,9387,Conan the Barbarian,26.0,891201069,True,660,17,student,2.0,77380
25.0,5,9366,Donnie Brasco,27.0,880672727,True,758,17,student,3.0,53706
18.0,0,75,Mars Attacks!,20.0,876032739,True,886,17,student,3.0,61820
25.0,7,2054,Mr. Holland's Opus,25.0,886921423,True,595,12,programmer,4.0,31909
35.0,2,862,Toy Story,42.0,880122809,True,745,21,writer,2.0,55113
25.0,3,9598,Babe,27.0,881704063,False,805,11,other,3.0,20009
18.0,0,607,Men in Black,21.0,891499278,False,782,1,artist,3.0,33205
35.0,0,607,Men in Black,44.0,880741811,True,379,12,programmer,4.0,98117
35.0,4,1587,What's Eating Gilbert Grape,35.0,875667131,False,760,11,other,2.0,14211
50.0,0,9619,Dante's Peak,51.0,885044940,True,328,2,administrator,3.0,06779
35.0,0,89,Indiana Jones and the Last Crusade,37.0,884290328,False,352,12,programmer,3.0,55105
35.0,9,78,Blade Runner,35.0,891435060,True,215,12,programmer,4.0,63033
18.0,7,62,2001: A Space Odyssey,18.0,882955765,True,592,17,student,5.0,97520
18.0,0,9268,Eraser,18.0,885607065,False,642,17,student,4.0,95521
50.0,0,8009,Highlander,51.0,891044446,True,548,21,writer,5.0,95468
56.0,7,14585,In the Company of Men,56.0,891279122,True,574,0,educator,5.0,53188
25.0,7,103,Taxi Driver,27.0,880140288,False,437,11,other,4.0,20009
18.0,5,9303,Bound,20.0,878101114,True,76,17,student,3.0,02215
50.0,7,389,12 Angry Men,50.0,883326399,True,60,4,healthcare,5.0,06472
18.0,5,2142,Cop Land,23.0,889679982,True,408,17,student,5.0,61755
25.0,7,103,Taxi Driver,30.0,891628708,True,776,10,librarian,4.0,51157
18.0,4,1624,Liar Liar,23.0,891964166,True,33,17,student,3.0,27510
18.0,7,1640,Crash,21.0,891498720,False,782,1,artist,2.0,33205
25.0,0,329,Jurassic Park,29.0,878182453,True,222,12,programmer,4.0,27502
56.0,0,244114,Firestorm,61.0,883356833,True,351,0,educator,4.0,49938
56.0,0,9772,Air Force One,57.0,881958326,True,454,11,other,4.0,97330
18.0,7,2255,Chasing Amy,22.0,878878654,True,635,11,other,5.0,23237
25.0,7,978,Seven Years in Tibet,30.0,888627138,False,410,1,artist,4.0,94025
25.0,0,679,Aliens,29.0,875046427,True,407,18,engineer,4.0,03261
35.0,4,1624,Liar Liar,40.0,876453376,True,116,4,healthcare,2.0,97232
35.0,4,11971,Much Ado About Nothing,43.0,884238817,True,97,1,artist,1.0,98006
50.0,2,862,Toy Story,51.0,880867970,True,788,2,administrator,3.0,05779
35.0,4,712,Four Weddings and a Funeral,42.0,891239862,False,639,10,librarian,3.0,12065
35.0,7,62,2001: A Space Odyssey,41.0,891014401,True,313,14,marketing,5.0,60035
18.0,0,33542,Rumble in the Bronx,23.0,880989865,False,159,17,student,5.0,55346
50.0,7,3595,Ransom,53.0,888104122,True,144,12,programmer,4.0,20910
1.0,10,3597,I Know What You Did Last Summer,16.0,883425783,False,550,17,student,4.0,95453
45.0,7,55306,Ulee's Gold,48.0,891034801,False,171,0,educator,4.0,78750
50.0,7,49471,Get on the Bus,50.0,884714402,True,82,12,programmer,2.0,22902
18.0,5,2088,Romeo Is Bleeding,18.0,876956038,False,270,17,student,5.0,63119
18.0,4,9614,Happy Gilmore,20.0,875048996,True,941,17,student,3.0,97229
25.0,7,12498,Sling Blade,26.0,882827433,True,178,11,other,4.0,49512
35.0,0,168,Star Trek IV: The Voyage Home,35.0,880055984,True,378,17,student,3.0,02859
18.0,0,6950,Outbreak,22.0,885546379,False,405,4,healthcare,2.0,10019
50.0,4,1624,Liar Liar,51.0,887916330,True,474,6,executive,3.0,93711
50.0,7,9819,Marvin's Room,54.0,879464456,True,614,0,educator,3.0,80227
35.0,4,762,Monty Python and the Holy Grail,38.0,879521254,True,194,2,administrator,5.0,02154
25.0,16,1598,Cape Fear,27.0,879899906,True,545,18,technician,4.0,08052
1.0,0,11,Star Wars,16.0,884124927,True,580,17,student,5.0,17961
18.0,4,2292,Clerks,24.0,875310384,True,268,18,engineer,4.0,19422
18.0,4,2293,Mallrats,18.0,888205696,True,453,17,student,4.0,06333
25.0,0,152,Star Trek: The Motion Picture,25.0,892679308,True,56,10,librarian,5.0,46260
25.0,7,4584,Sense and Sensibility,29.0,890627396,True,530,18,engineer,5.0,94040
18.0,4,10806,In & Out,23.0,882201885,False,827,18,engineer,4.0,80228
25.0,2,812,Aladdin,31.0,879198109,True,95,2,administrator,3.0,10707
45.0,13,66,Absolute Power,49.0,876823926,False,518,21,writer,3.0,99709
45.0,0,8413,Event Horizon,47.0,882535693,False,529,2,administrator,4.0,44224
56.0,2,10895,Pinocchio,60.0,887736998,True,308,13,retired,3.0,95076
45.0,7,27845,Trees Lounge,46.0,879035464,True,227,6,executive,4.0,60659
18.0,19,11969,Tombstone,19.0,889554730,True,393,17,student,4.0,83686
25.0,0,11,Star Wars,30.0,884732345,True,77,18,technician,4.0,29379
50.0,7,424,Schindler's List,51.0,875966385,True,912,11,other,4.0,06512
25.0,4,1624,Liar Liar,25.0,880235263,True,865,1,artist,4.0,11231
25.0,0,1892,Return of the Jedi,32.0,891035957,True,794,0,educator,4.0,57197
45.0,7,9390,Jerry Maguire,48.0,891204271,True,829,21,writer,3.0,80209
1.0,7,782,Gattaca,16.0,879012684,True,451,17,student,4.0,48446
18.0,19,335,Once Upon a Time in the West,22.0,875050524,True,870,17,student,4.0,65203
25.0,5,2088,Romeo Is Bleeding,25.0,892778369,True,551,12,programmer,3.0,55414
35.0,10,10331,Night of the Living Dead,44.0,880139253,True,666,2,administrator,3.0,61820
25.0,5,819,Sleepers,32.0,893194740,False,796,21,writer,4.0,33755
25.0,10,133805,Carrie,25.0,875372903,True,919,11,other,4.0,14216
25.0,7,2255,Chasing Amy,26.0,881954618,True,498,21,writer,2.0,55408
50.0,4,13,Forrest Gump,51.0,885848559,True,271,18,engineer,4.0,22932
25.0,0,568,Apollo 13,29.0,880572721,True,109,11,other,3.0,55423
25.0,4,9434,Grosse Pointe Blank,25.0,883709207,True,727,17,student,5.0,78741
35.0,7,978,Seven Years in Tibet,39.0,888333352,True,74,15,scientist,4.0,T8H1N
18.0,1,8839,Casper,20.0,893210187,False,416,17,student,3.0,92626
35.0,0,199,Star Trek: First Contact,43.0,882211258,True,648,18,engineer,5.0,91351
25.0,0,9331,Clear and Present Danger,25.0,878888145,True,22,21,writer,3.0,40206
25.0,0,199,Star Trek: First Contact,28.0,883717600,False,32,17,student,3.0,78741
35.0,7,9294,Phenomenon,42.0,880123069,True,745,21,writer,5.0,55113
25.0,0,152,Star Trek: The Motion Picture,29.0,880581987,True,109,11,other,5.0,55423
25.0,7,396152,Restoration,31.0,875747401,True,63,14,marketing,4.0,75240
50.0,7,183894,Emma,50.0,884714164,True,82,12,programmer,2.0,22902
18.0,7,8367,Robin Hood: Prince of Thieves,21.0,886533604,True,542,17,student,3.0,60515
18.0,0,36955,True Lies,23.0,886324792,True,305,12,programmer,1.0,94086
35.0,0,2119,Days of Thunder,41.0,891028360,True,313,14,marketing,3.0,60035
18.0,4,9614,Happy Gilmore,19.0,883866068,False,541,17,student,3.0,84302
25.0,0,8078,Alien: Resurrection,25.0,883708149,True,727,17,student,3.0,78741
18.0,7,4476,Legends of the Fall,20.0,888635365,True,532,17,student,5.0,92705
35.0,4,8874,My Best Friend's Wedding,44.0,880313423,True,666,2,administrator,4.0,61820
56.0,7,11202,Patton,57.0,879969692,True,492,0,educator,4.0,94618
25.0,4,9434,Grosse Pointe Blank,27.0,879646286,False,417,11,other,4.0,48103
1.0,10,539,Psycho,17.0,876689991,True,367,17,student,5.0,37411
35.0,0,10061,Escape from L.A.,39.0,879443852,True,804,0,educator,3.0,61820
25.0,0,954,Mission: Impossible,28.0,886048262,True,176,15,scientist,2.0,07030
25.0,0,172,Star Trek V: The Final Frontier,29.0,881060824,True,222,12,programmer,3.0,27502
50.0,12,11113,My Fair Lady,50.0,880866103,False,878,0,educator,3.0,98027
25.0,4,9614,Happy Gilmore,31.0,878854906,True,653,6,executive,1.0,55105
25.0,0,1572,Die Hard: With a Vengeance,28.0,892432786,False,38,11,other,2.0,54467
18.0,0,6520,First Knight,24.0,877138395,False,721,5,entertainment,5.0,11238
25.0,10,4233,Scream 2,32.0,882826398,True,28,21,writer,4.0,55369
50.0,7,770,Gone with the Wind,54.0,879195007,False,562,2,administrator,2.0,20879
25.0,0,8078,Alien: Resurrection,28.0,885944093,True,428,17,student,2.0,55414
18.0,0,6520,First Knight,18.0,879459025,True,632,17,student,3.0,55454
35.0,5,9303,Bound,44.0,880313270,True,666,2,administrator,4.0,61820
25.0,4,639,When Harry Met Sally...,31.0,891449691,False,269,10,librarian,1.0,43201
35.0,4,9304,Multiplicity,40.0,876534275,True,647,0,educator,4.0,45810
25.0,7,424,Schindler's List,27.0,880844175,True,916,18,engineer,4.0,N2L5N
25.0,0,85,Raiders of the Lost Ark,34.0,883195419,True,850,18,technician,5.0,78390
35.0,5,9437,Kiss the Girls,38.0,883277920,True,102,12,programmer,3.0,30220
25.0,1,173,"20,000 Leagues Under the Sea",27.0,881705843,False,805,11,other,2.0,20009
25.0,0,89,Indiana Jones and the Last Crusade,27.0,877535208,True,286,17,student,5.0,15217
18.0,3,9598,Babe,22.0,888702902,True,610,17,student,4.0,21227
18.0,0,597,Titanic,22.0,883439795,True,487,18,engineer,3.0,92121
25.0,0,85,Raiders of the Lost Ark,27.0,879374916,False,62,2,administrator,4.0,97214
50.0,7,289,Casablanca,51.0,880355527,True,360,11,other,5.0,98027
56.0,0,11,Star Wars,73.0,885827974,True,481,13,retired,4.0,37771
56.0,0,9772,Air Force One,60.0,875726453,True,694,12,programmer,4.0,06365
25.0,2,862,Toy Story,30.0,874826629,False,756,11,none,4.0,90247
45.0,0,11228,Daylight,47.0,880993766,True,894,0,educator,3.0,74075
25.0,4,712,Four Weddings and a Funeral,31.0,891447280,False,269,10,librarian,1.0,43201
25.0,0,607,Men in Black,27.0,880209981,True,514,12,programmer,4.0,20707
18.0,0,597,Titanic,21.0,891354000,True,831,11,other,5.0,33765
25.0,16,5,Four Rooms,25.0,882672922,True,622,12,programmer,1.0,14850
18.0,9,1598,Cape Fear,22.0,880244779,True,216,18,engineer,4.0,02215
18.0,7,261,Cat on a Hot Tin Roof,24.0,877098643,False,373,11,other,4.0,55116
18.0,4,9591,That Thing You Do!,18.0,874767408,True,851,11,other,3.0,29646
25.0,4,11066,Boomerang,31.0,880153207,True,653,6,executive,1.0,55105
25.0,1,235,Stand by Me,28.0,879454879,True,748,2,administrator,3.0,94720
18.0,10,10280,Thinner,24.0,884134810,True,435,18,engineer,3.0,60007
45.0,0,9619,Dante's Peak,49.0,879364883,True,853,21,writer,3.0,40515
18.0,16,1598,Cape Fear,20.0,884060705,True,586,17,student,3.0,79508
35.0,7,207,Dead Poets Society,39.0,879441752,True,804,0,educator,4.0,61820
25.0,4,13,Forrest Gump,27.0,876244991,False,764,0,educator,5.0,62903
25.0,4,816,Austin Powers: International Man of Mystery,29.0,891455250,False,922,2,administrator,3.0,21114
35.0,3,601,E.T. the Extra-Terrestrial,41.0,892528470,False,807,4,healthcare,5.0,93555
25.0,10,133805,Carrie,33.0,875720744,False,5,11,other,3.0,15213
56.0,7,1640,Crash,60.0,891208126,True,752,13,retired,2.0,21201
25.0,7,770,Gone with the Wind,33.0,879424661,True,605,18,engineer,5.0,33716
25.0,4,11446,Welcome to the Dollhouse,32.0,879976559,True,560,17,student,3.0,10003
18.0,0,75,Mars Attacks!,18.0,882608662,True,592,17,student,3.0,97520
35.0,4,13,Forrest Gump,41.0,891298914,True,263,12,programmer,5.0,55346
18.0,7,489,Good Will Hunting,21.0,891353915,True,831,11,other,5.0,33765
25.0,2,862,Toy Story,25.0,876676211,True,689,11,other,3.0,45439
25.0,7,9089,Home for the Holidays,27.0,881002345,False,437,11,other,5.0,20009
18.0,7,770,Gone with the Wind,20.0,881649670,True,566,17,student,4.0,14627
18.0,4,788,Mrs. Doubtfire,23.0,888521711,True,682,12,programmer,4.0,55128
25.0,0,679,Aliens,32.0,881956445,True,28,21,writer,5.0,55369
35.0,0,597,Titanic,36.0,888632098,True,874,15,scientist,3.0,37076
1.0,0,2163,Breakdown,17.0,885953804,True,619,17,student,4.0,44134
25.0,1,581,Dances with Wolves,31.0,875272652,True,145,5,entertainment,5.0,V3N4P
25.0,0,172,Star Trek V: The Final Frontier,25.0,881132958,True,394,2,administrator,3.0,96819
25.0,4,9434,Grosse Pointe Blank,28.0,886272223,True,251,4,doctor,4.0,85032
18.0,7,8818,Evita,24.0,888792410,True,73,17,student,2.0,41850
25.0,7,11202,Patton,33.0,890687353,True,41,18,engineer,4.0,80525
50.0,7,10684,Courage Under Fire,50.0,891281020,False,722,8,homemaker,4.0,17331
18.0,13,66,Absolute Power,20.0,878746764,False,150,1,artist,4.0,02139
35.0,4,2639,Deconstructing Harry,35.0,884906309,False,450,0,educator,2.0,11758
25.0,2,10895,Pinocchio,32.0,883532120,True,465,11,other,2.0,05001
25.0,0,754,Face/Off,25.0,886921166,True,595,12,programmer,4.0,31909
25.0,0,329,Jurassic Park,31.0,881172117,True,115,18,engineer,4.0,17110
18.0,0,8834,Conspiracy Theory,20.0,891493840,True,363,17,student,3.0,87501
56.0,2,12155,Alice in Wonderland,60.0,887740216,True,308,13,retired,4.0,95076
18.0,0,766,Army of Darkness,19.0,886988631,True,110,17,student,1.0,77840
56.0,0,8413,Event Horizon,57.0,884645754,True,396,18,engineer,3.0,94551
50.0,7,261,Cat on a Hot Tin Roof,51.0,885848971,True,271,18,engineer,3.0,22932
18.0,0,664,Twister,21.0,874786964,True,276,17,student,3.0,95064
45.0,7,1585,It's a Wonderful Life,49.0,891755066,True,883,10,librarian,2.0,50266
18.0,4,1587,What's Eating Gilbert Grape,19.0,879467436,True,303,17,student,4.0,14853
25.0,7,782,Gattaca,32.0,885481179,True,380,18,engineer,3.0,55117
50.0,0,197,Braveheart,53.0,888105439,True,144,12,programmer,5.0,20910
45.0,7,389,12 Angry Men,48.0,891294158,True,488,18,technician,4.0,21012
25.0,0,8012,Get Shorty,27.0,887864830,False,654,17,student,4.0,78739
18.0,0,9311,Smilla's Sense of Snow,19.0,878739015,True,425,17,student,1.0,58644
50.0,7,510,One Flew Over the Cuckoo's Nest,53.0,888105254,True,144,12,programmer,4.0,20910
50.0,0,271969,Ben-Hur,51.0,887927339,True,474,6,executive,5.0,93711
35.0,0,9619,Dante's Peak,44.0,876857745,True,884,18,engineer,2.0,55337
25.0,7,686,Contact,27.0,875308674,True,514,12,programmer,4.0,20707
25.0,4,577,To Die For,27.0,881698828,False,805,11,other,4.0,20009
50.0,0,679,Aliens,53.0,888105338,True,144,12,programmer,4.0,20910
25.0,0,8009,Highlander,27.0,879374969,False,62,2,administrator,2.0,97214
35.0,0,9350,Cliffhanger,38.0,879528568,True,194,2,administrator,2.0,02154
35.0,7,62,2001: A Space Odyssey,44.0,886471880,True,254,0,educator,5.0,42647
56.0,4,712,Four Weddings and a Funeral,69.0,891035917,True,559,6,executive,3.0,10022
18.0,0,9772,Air Force One,19.0,888478766,False,872,17,student,5.0,74078
25.0,15,68,Brazil,28.0,888299899,True,661,12,programmer,2.0,98121
18.0,7,4995,Boogie Nights,23.0,891888137,True,448,5,entertainment,4.0,10021
25.0,7,782,Gattaca,30.0,881179166,False,557,21,writer,3.0,11217
35.0,0,9772,Air Force One,44.0,884795612,False,544,11,other,4.0,29464
50.0,7,396152,Restoration,52.0,879540106,True,406,0,educator,3.0,93109
18.0,0,6520,First Knight,18.0,890027247,False,588,17,student,4.0,93063
25.0,0,8068,Desperado,26.0,891200193,True,660,17,student,2.0,77380
25.0,0,8834,Conspiracy Theory,28.0,891870301,True,818,10,librarian,4.0,27514
35.0,6,14275,Hoop Dreams,35.0,885816769,True,452,2,administrator,5.0,28018
45.0,0,9772,Air Force One,47.0,891044389,True,333,11,other,4.0,V0R2M
25.0,0,329,Jurassic Park,29.0,880572680,True,109,11,other,5.0,55423
50.0,0,152,Star Trek: The Motion Picture,55.0,891410124,True,197,18,technician,5.0,75094
18.0,4,586,Wag the Dog,23.0,889679761,True,408,17,student,3.0,61755
1.0,7,424,Schindler's List,14.0,881379649,False,887,17,student,5.0,27249
18.0,0,89,Indiana Jones and the Last Crusade,20.0,876252288,True,130,11,none,5.0,60115
18.0,7,4476,Legends of the Fall,22.0,888703523,True,610,17,student,5.0,21227
25.0,7,16633,Somewhere in Time,31.0,888103671,False,224,0,educator,5.0,43512
25.0,0,710,GoldenEye,27.0,876244856,False,764,0,educator,3.0,62903
18.0,13,66,Absolute Power,20.0,876250932,True,130,11,none,4.0,60115
25.0,0,9387,Conan the Barbarian,27.0,882387653,True,429,17,student,4.0,29205
18.0,0,563,Starship Troopers,21.0,891199458,True,445,21,writer,1.0,92653
25.0,5,2142,Cop Land,30.0,887768694,False,436,2,administrator,5.0,17345
50.0,1,10153,Sphere,55.0,891224881,True,616,15,scientist,4.0,50613
25.0,2,756,Fantasia,30.0,891628977,True,776,10,librarian,1.0,51157
1.0,0,9619,Dante's Peak,16.0,879012510,True,451,17,student,4.0,48446
18.0,0,36955,True Lies,24.0,879531351,True,627,18,engineer,2.0,08034
35.0,15,68,Brazil,41.0,891014697,True,313,14,marketing,4.0,60035
25.0,0,11,Star Wars,28.0,886047879,True,176,15,scientist,5.0,07030
25.0,7,11202,Patton,31.0,888954412,True,95,2,administrator,3.0,10707
25.0,4,712,Four Weddings and a Funeral,32.0,885921500,True,940,2,administrator,3.0,02215
25.0,4,577,To Die For,30.0,876525718,True,664,18,engineer,3.0,94115
25.0,0,9772,Air Force One,33.0,879365101,True,605,18,engineer,2.0,33716
